"Id","Median"
10473,6.97899874557062
10474,6.98625476013861
10475,6.98625476103244
10476,6.9862547610676
10477,6.97951806490359
10478,6.95723639858641
10479,6.95723639858642
10480,6.76520481134806
10481,6.31932265549522
10482,5.68575147153735
10483,5.34384281546108
10484,4.20013436252525
10485,5.93369619782185
10486,3.67635456774789
10487,2.34592781875982
10488,2.70525774125354
10489,2.81980383953571
10490,3.03223916156697
10491,1.92763252297237
10492,0.495297833019126
10493,-0.755048859946758
10494,0.229974772969264
10495,-0.582408185293162
10496,0.189920091380237
10497,-0.370814022896906
10498,-1.19557643924506
10499,-0.520231825637011
10500,0.254556175466775
10501,0.696137728716464
10502,1.30256932974956
10503,1.96847751223663
10504,0.282208927080659
10505,1.05098631028068
10506,0.333278348727392
10507,-0.801115700723295
10508,-0.0514159542564977
10509,-2.1600812677487
10510,-2.73073121357329
10511,-1.99298454151295
10512,-2.25882378944275
10513,-0.108922796001842
10514,1.02200657450219
10515,1.23117520014485
10516,2.72764158037627
10517,2.8764735264115
10518,2.58043539717376
10519,2.30679096015699
10520,0.507524801581216
10521,-1.08250699940564
10522,1.50412582059833
10523,3.0243540787996
10524,3.70128526365807
10525,4.51634673541807
10526,4.64267083018693
10527,4.90944210114791
10528,5.46548199358847
10529,7.66497430606473
10530,7.61946085788717
10531,7.57991657811009
10532,7.48405295633888
10533,7.38419277552659
10534,6.37129489753103
10535,5.76533679442119
10536,6.75618520902196
10537,7.15041814421501
10538,7.74618019775231
10539,7.9392116206606
10540,7.94565374612603
10541,7.49448329030915
10709,6.94448494008326
10710,6.9926392004236
10711,6.99398694662944
10712,6.99404005326362
10713,6.9795179788399
10714,6.97951806149919
10715,6.9572363984515
10716,6.70004614593389
10717,6.18580076376875
10718,5.45728522999798
10719,5.79035179766225
10720,5.77455934005035
10721,4.34430973975008
10722,3.08976319628295
10723,3.2553578162893
10724,2.1131327206616
10725,1.63902896595271
10726,2.19878493424627
10727,1.80966484034056
10728,0.896791159465186
10729,0.176401059605834
10730,-1.15703603414119
10731,-1.78564603475489
10732,-1.26676877187157
10733,-1.60103226247187
10734,-0.2927161316946
10735,1.04662609003856
10736,1.92677521637154
10737,2.08444649231663
10738,1.17248977781789
10739,2.11815267553313
10740,0.909765535794213
10741,0.795928708904191
10742,-0.354901456819896
10743,-1.87656752698215
10744,-1.61911879911188
10745,-2.06527676587366
10746,-3.48842116522825
10747,-2.50881582795947
10748,-0.753124158466562
10749,-0.413255725602506
10750,-1.21382462999276
10751,1.04765183562201
10752,2.17223916096125
10753,3.72876284958481
10754,3.46183047184662
10755,2.44516318192295
10756,1.55251766540767
10757,1.53274106909171
10758,2.54571056761718
10759,4.74473389240602
10760,7.89006775980537
10761,4.85864256861401
10762,5.37144735362875
10763,7.53812592515477
10764,7.74021607214219
10765,7.9101865963802
10766,7.75284037031336
10767,7.53079967820774
10768,6.71260492976764
10769,6.59434594477079
10770,6.53136275674298
10771,5.85169401712131
10772,6.84465925110707
10773,7.57560081251978
10774,7.8652913088153
10775,8.03509289802347
10776,7.65294518592811
10777,6.33781388543735
10945,6.2183508900656
10946,6.19010205447736
10947,6.18787009520208
10948,6.3273237068319
10949,6.86817619042676
10950,6.97394759021252
10951,6.91819663825495
10952,6.72331859402527
10953,6.05502787742121
10954,5.78110032752033
10955,3.80654114005401
10956,6.0121316890633
10957,4.28594589377142
10958,3.78096142782023
10959,2.94303818333201
10960,2.11834872568555
10961,1.70086823601473
10962,0.676179495305496
10963,0.230029151072637
10964,-0.097431157554234
10965,-0.192510425616871
10966,-1.14747399201103
10967,-1.31003265436431
10968,-1.27870847535302
10969,-0.857285562745139
10970,0.935076365808373
10971,2.46935156699162
10972,2.27577711951895
10973,2.05637375473555
10974,0.914121926967535
10975,1.30547505854885
10976,0.606444260569086
10977,-0.29840438249754
10978,-1.12767179541854
10979,-3.41537621455948
10980,-3.37615917346177
10981,-3.53923232378087
10982,-2.95660753300497
10983,-1.19913150379587
10984,-1.5549674712214
10985,-2.40619200501096
10986,-1.31931044852041
10987,0.729183977518412
10988,2.63054939479584
10989,7.0142372986038
10990,6.31732291843544
10991,5.89668140381066
10992,5.71102180567319
10993,3.46338978125776
10994,4.19709904120938
10995,6.53610702575783
10996,5.1627358221621
10997,5.19601056494499
10998,7.70246749325289
10999,7.95058102780633
11000,7.93997813373685
11001,7.90552588059195
11002,7.37723196576899
11003,6.53993746213832
11004,4.7241449223603
11005,6.39216922343007
11006,7.26528567220719
